Id,Source,Translation,Comment
JWK-FM-Bases-Repairstations-87234f74-Repairstationsal,"Repair stations allow to repair vehicles of relevant category. To repair ground vehicles, build a <b>vehicle maintenance ramp</b>. To repair helicopters, build a <b>service helipad</b>. Follow base game mechanics to carry out the repairs - equip yourself with a wrench and approach the damaged elements until you see a relevant action. The repairs will consume resources stored at the location.",整備施設では、対応する種類の車両を修理できます。地上車両には<b>車両整備台</b>、ヘリコプターには<b>整備用ヘリパッド</b>を建設してください。修理方法は原作と同じです。レンチを装備し、操作項目が表示されるまで損傷箇所へ近づきます。修理時には、その地点に保管された物資を消費します。,
JWK-FM-Bases-Repairstations-Title,Repair stations,整備施設,
JWK-FM-Bases-Storages-24fb4751-Therearedifferen,"There are different tiers of storages with different capacities. Available types depend on operating base type, and there's a limit on how many storages of each type can be built.",貯蔵庫には容量別の段階があり、作戦基地の種類によって建設できるものが異なります。種類ごとに建設数の上限があります。,
JWK-FM-Bases-Storages-414463b7-Astheresourcesfo,"As the resources for construction are pulled from the base pool, the first supply storage in a base can be constructed without spending any resources.",建設用の物資は基地全体で共有されるため、最初の物資貯蔵庫は物資を消費せずに建設できます。,
JWK-FM-Bases-Storages-Title,Storages,貯蔵庫,
JWK-FM-Bases-Storages-c14ca45a-Resourcesinstora,Resources in storage are persistent and do not expire or decay.,貯蔵庫内の物資は保存され、期限切れや自然減少はありません。,
JWK-FM-Bases-Storages-f3df6a65-Storagesarealway,"Storages are always the first construction to be raised in an operating base. They store resources of different types and make them available to use within a base. Different to base game supply system, resources in <b>Freedom Fighters</b> are not vicinity based and cannot be used directly from trucks and other sources.",作戦基地で最初に建設する施設は貯蔵庫です。各種物資を保管し、基地内の施設から利用できるようにします。原作の物資システムと異なり、<b>Freedom Fighters</b>では周囲にある物資を直接利用できません。トラックなどから貯蔵庫へ移す必要があります。,
JWK-FM-Bases-Title,Bases,施設,
JWK-FM-FreedomFighters-Title,Freedom Fighters,Freedom Fighters,
JWK-FM-Gameplay-Appearance-1c33c293-Settings,Settings,設定,
JWK-FM-Gameplay-Appearance-2b94e07e-Notethatbloodisn,"Note that blood is not visually shown on your character preview in the inventory screen. Instead, you will see a tooltip located next to the money balance.",インベントリ画面のキャラクタープレビューには、衣服の血痕が表示されません。代わりに、所持金表示の横にヒントが表示されます。,
JWK-FM-Gameplay-Appearance-3bfb232d-Youcancleanyourc,"You can clean your clothes by swimming. You need to fully submerge yourself in any kind of body of water - be it an ocean, lake, or river.",海、湖、川などで全身を水中に沈めると、衣服の血を洗い落とせます。,
JWK-FM-Gameplay-Appearance-6e33d8d5-Dependingonyourd,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.",難易度設定によっては、戦闘員と認識されているかどうかを示すステータスアイコンが表示されます。,
JWK-FM-Gameplay-Appearance-Title,Appearance,外観,
JWK-FM-Gameplay-Appearance-c4a1e618-Appearancereflec,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted - the same applies to openly carrying any type of weapon.,外見による扱いは、着ている服や手に持っているアイテムで決まります。軍服を一つでも身につけると<b>戦闘員</b>とみなされ、敵から発見次第攻撃され、指名手配されます。武器を人目に触れる状態で携行した場合も同様です。,
JWK-FM-Gameplay-Appearance-c887477e-Wearingbloodieda,"Wearing bloodied apparel will also make you a combatant, even if it's civilian clothing. If you get wounded and start to bleed, your clothing will become soaked and leave you suspicious.",私服でも、血で汚れていると戦闘員とみなされます。負傷して出血すると衣服に血が付き、不審人物として警戒されます。,
JWK-FM-Gameplay-Appearance-cab3f8e0-Bydefaulttheabse,"By default, the absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.",デフォルトでは、シャツ、ズボン、靴のいずれかを身につけていないと敵に警戒されます。下着姿で走り回れば、当然不審に見えるでしょう。,
JWK-FM-Gameplay-Appearance-d187b38b-Bloodinesseffect,Bloodiness effect on appearance and its intensity can be also turned off in settings.,血痕が外見に与える影響と、その強さは設定で無効にできます。,
JWK-FM-Gameplay-Appearance-e6b80bac-Vehicles,Vehicles,乗り物,
JWK-FM-Gameplay-Appearance-e81b9878-Bloodiness,Bloodiness,血痕,
JWK-FM-Gameplay-Appearance-fcde8ad1-Drivingmilitaryv,"Driving military vehicles as a civilian will make you combatant, even if the vehicles are not armed.",民間人として軍用車両を運転すると、車両が武装していなくても戦闘員になります。,
JWK-FM-Gameplay-Battles-10a56cd3-Phases,Phases,フェーズ,
JWK-FM-Gameplay-Battles-275e21f1-Bydefaultthebatt,"By default, the battles difficulty will scale dynamically according to the number of players online and the progress into the campaign. If you find battles too easy or too demanding, you can override the scaling factors in difficulty settings.",デフォルトでは、オンラインのプレイヤー数とキャンペーン進行度に応じて戦闘難易度が変化します。簡単すぎる、または難しすぎる場合は、難易度設定で補正値を変更できます。,
JWK-FM-Gameplay-Battles-3ed7f03b-Battlesoccurwhen,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and its progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battle length and intensity depend on the number of players online, campaign progress, location significance, and threat level.",重要地点の支配を複数の勢力が争うと、戦闘が発生します。勝利した勢力がその地点を支配します。戦闘の開始条件は、各地点の説明を参照してください。同時に発生する戦闘は一つだけで、途中経過は保存されません。戦闘中にゲームを終了した場合、次回は最初からやり直しになります。戦闘の長さと激しさは、オンラインのプレイヤー数、キャンペーン進行度、地点の重要度、脅威度によって変わります。,
JWK-FM-Gameplay-Battles-7588c7d1-Eachbattleconsis,Each battle consists of two phases:,各戦闘は 2 つのフェーズで構成されます。,
JWK-FM-Gameplay-Battles-8610b72c-Dependingonthety,"Depending on the type of the location being contested, you can receive support from independent resistance fighters (AI). Refer to the specific location description for details on requirements.",争奪地点の種類によっては、独立して行動するレジスタンス兵が加勢します。条件は各地点の説明を参照してください。,
JWK-FM-Gameplay-Battles-8ef1665c-Friendlyforces,Friendly forces,友軍,
JWK-FM-Gameplay-Battles-96dcdbd5-DeploymentphaseT,"- <b>Deployment phase</b> - The enemy is still deploying onto the battlefield. The progress bar is yellow and represents how much of their forces are already fielded. Once the bar completes, the battle will transition into domination phase.<br/>- <b>Domination phase</b> - The sides fight for control. The progress bar is green and represents resistance control over the location. Control will increase every few moments if there are more <b>freedom fighters</b> in the <b>contested area</b> than enemies in the near vicinity.",- <b>展開フェーズ</b> - 敵が戦場へ展開している段階です。黄色の進捗バーは、展開済みの敵戦力を表します。バーが満タンになると制圧フェーズへ移行します。<br/>- <b>制圧フェーズ</b> - 両陣営が地点の支配を争います。緑の進捗バーは、レジスタンスの支配度を表します。付近の敵より<b>争奪エリア</b>内の<b>レジスタンス兵</b>が多い場合、一定間隔で支配度が上昇します。,
JWK-FM-Gameplay-Battles-Title,Battles,戦闘,
JWK-FM-Gameplay-Battles-a09683c9-Iftherearenofree,"If there are no <b>freedom fighters</b> in the contested area, the resistance will begin to rapidly lose control. In this case, the progress bar will turn red. Once the bar fills, the battle will be lost.",争奪エリア内に<b>レジスタンス兵</b>がいない場合、レジスタンスの支配度が急速に低下します。進捗バーは赤くなり、満タンになると敗北します。,
JWK-FM-Gameplay-Battles-f4366c3f-Difficulty,Difficulty,難易度,
JWK-FM-Gameplay-Battles-fd8642f4-Onceabattlebegin,"Once a battle begins, everyone will see a notification. A progress bar will appear at the top of the screen, accompanied by the location name. The battle location will also be marked on the map, denoting the <b>contested area</b> by a stripe pattern.",戦闘が始まると全員に通知され、画面上部に地点名と進捗バーが表示されます。マップ上では戦闘地点がマークされ、<b>争奪エリア</b>が縞模様で示されます。,
JWK-FM-Gameplay-Beingwanted-043c45de-Civilianshopswil,- Civilian shops will not serve you<br/>- Resistance representatives may not want to talk to you<br/>- Public transport becomes unavailable<br/>- Resting becomes unavailable<br/>- ...and more.,- 民間商店を利用できない<br/>- レジスタンスの担当者が応対しない場合がある<br/>- 公共交通機関を利用できない<br/>- 休息できない<br/>- その他,
JWK-FM-Gameplay-Beingwanted-1a7649c6-Heat,Heat,手配度,
JWK-FM-Gameplay-Beingwanted-69f36db4-Variousactivitie,"Various activities may cause your character to become <b>wanted</b>. This means your character is actively hunted by enemy forces and will be shot on sight, even if you appear as a civilian. Being wanted also has many negative side effects, such as:",さまざまな行動によって<b>指名手配</b>される場合があります。指名手配中は民間人に見える姿でも敵軍に追われ、発見されるとその場で射殺されます。さらに、次のような悪影響があります。,
JWK-FM-Gameplay-Beingwanted-Title,Being wanted,指名手配,
JWK-FM-Gameplay-Beingwanted-a2d6f8f2-Vehicleswillrece,"Vehicles will receive heat if any of their occupants are wanted or appear as combatants. Likewise, civilian occupants will become wanted if they are spotted in a wanted vehicle.",乗員が指名手配中、または戦闘員に見える場合、その車両にも手配度が付きます。同様に、民間人が指名手配車両に乗っているところを目撃されると指名手配されます。,
JWK-FM-Gameplay-Beingwanted-a42af875-Independentlyfro,"Independently from your personal heat level, vehicles can be wanted too. Vehicle heat typically lasts much longer, and sometimes may force you to ditch a wanted vehicle to avoid troubles.",キャラクターとは別に、車両にも手配度が付きます。車両の手配度は通常かなり長く続くため、追跡を避けるには指名手配車両を乗り捨てる必要があります。,
